qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	MarmosetClass	OldWorldClass
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	106995452	37.7	313	186	8	6	312	55	364	1.7700000000000001e-66	207.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	106995452	37.107	318	191	8	1	312	63	377	2.1300000000000002e-66	207.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	3105	35.89	326	200	8	6	325	25	347	5.62e-66	205.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	720309	37.73	326	193	9	6	325	22	343	1.42e-64	201.0	unknown	class I
XP_035153186.1|hereditary_hemochromatosis_protein_isoform_X3_[Callithrix_jacchus]	715737	36.503	326	198	8	6	325	25	347	1.66e-64	201.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	699243	35.659	258	153	8	1	253	4	253	1.28e-45	147.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	719702	39.0	200	115	6	27	221	26	223	3.23e-41	136.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	720309	42.857	140	76	4	116	253	206	343	3.25e-32	114.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	720309	31.461	89	58	2	27	113	23	110	7.19e-08	45.1	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	106995452	42.52	127	70	3	116	240	239	364	1.02e-30	110.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	106995452	32.222	90	58	2	27	114	56	144	4.56e-09	48.9	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	106995452	42.52	127	70	3	116	240	252	377	1.27e-30	110.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	106995452	32.222	90	58	2	27	114	69	157	3.11e-09	49.3	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	3105	38.571	140	83	3	116	253	206	344	6.66e-30	108.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	3105	33.621	116	70	4	1	114	1	111	4.41e-12	57.8	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	3105	38.571	140	83	3	116	253	206	344	1.1400000000000001e-29	108.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	3105	33.621	116	70	3	1	114	1	111	6.48e-12	57.4	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	719250	43.151	146	77	5	116	256	206	350	1.1700000000000001e-29	107.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	719250	31.111	90	59	2	27	114	23	111	1.17e-08	47.8	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	719250	43.151	146	77	5	116	256	220	364	1.31e-29	107.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	719250	31.111	90	59	2	27	114	37	125	6.81e-09	48.1	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	719250	43.151	146	77	5	116	256	220	364	1.47e-29	107.0	unknown	class I
XP_035153188.1|hereditary_hemochromatosis_protein_isoform_X4_[Callithrix_jacchus]	719250	31.111	90	59	2	27	114	37	125	8.19e-09	48.1	unknown	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	3105	82.143	392	69	1	7	398	1	391	0.0	656.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	711832	82.828	396	65	2	4	398	1	394	0.0	639.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	699243	82.278	395	67	2	4	398	1	392	0.0	625.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	3105	83.934	361	58	0	7	367	1	361	0.0	624.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	715737	85.44	364	53	0	4	367	1	364	0.0	613.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	711832	84.89	364	55	0	4	367	1	364	0.0	613.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	3105	84.89	364	55	0	4	367	1	364	0.0	612.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	3105	84.066	364	58	0	4	367	1	364	0.0	611.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	711832	84.341	364	57	0	4	367	1	364	0.0	608.0	class I	class I
XP_035153306.2|saoe_class_I_histocompatibility_antigen,_A_alpha_chain_isoform_X1_[Callithrix_jacchus]	699243	83.516	364	60	0	4	367	1	364	0.0	600.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	83.978	362	58	0	7	368	1	362	0.0	628.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	83.934	361	58	0	7	367	1	361	0.0	626.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	711832	84.932	365	55	0	4	368	1	365	0.0	618.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	715737	85.479	365	53	0	4	368	1	365	0.0	617.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	84.932	365	55	0	4	368	1	365	0.0	616.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	3105	84.11	365	58	0	4	368	1	365	0.0	615.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	711832	84.384	365	57	0	4	368	1	365	0.0	612.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	711832	84.341	364	57	0	4	367	1	364	0.0	608.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	699243	83.562	365	60	0	4	368	1	365	0.0	603.0	class I	class I
XP_035153308.2|patr_class_I_histocompatibility_antigen,_A-126_alpha_chain_isoform_X2_[Callithrix_jacchus]	140708851	84.298	363	57	0	6	368	77	439	0.0	603.0	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	715737	30.288	208	130	8	69	265	15	218	2.34e-20	84.3	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	700391	30.5	200	125	6	77	265	22	218	5.12e-20	83.2	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	3106	30.151	199	125	7	78	265	23	218	7.39e-20	82.8	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	720132	28.731	268	148	12	81	333	69	308	7.56e-20	83.2	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	699243	30.653	199	124	8	78	265	21	216	1.68e-19	82.0	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	714964	32.843	204	115	8	77	265	19	215	1.74e-19	81.6	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	699243	30.653	199	124	8	78	265	21	216	2e-19	82.0	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	723473	29.648	199	126	6	78	265	20	215	2.74e-19	81.3	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	723473	29.648	199	126	6	78	265	20	215	2.74e-19	81.3	class I	class I
XP_035153426.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X1_[Callithrix_jacchus]	723473	30.653	199	124	7	78	265	20	215	3.07e-19	81.3	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	720132	29.183	257	150	11	81	322	69	308	1.97e-21	87.4	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	715737	29.434	265	162	11	69	322	15	265	2.2200000000000002e-21	87.4	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	700391	29.572	257	157	9	77	322	22	265	3.58e-21	86.7	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	3106	29.297	256	157	10	78	322	23	265	6.690000000000001e-21	85.9	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	723473	29.688	256	156	10	78	322	20	262	1.41e-20	85.1	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	723473	29.688	256	156	10	78	322	20	262	1.41e-20	85.1	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	723473	29.688	256	156	10	78	322	20	262	1.94e-20	84.7	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	723473	28.906	256	158	9	78	322	20	262	2.19e-20	84.3	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	714964	31.418	261	147	11	77	322	19	262	2.28e-20	84.3	class I	class I
XP_035153427.2|patr_class_I_histocompatibility_antigen,_alpha_chain_G_isoform_X2_[Callithrix_jacchus]	699243	29.688	256	156	11	78	322	21	263	2.95e-20	84.0	class I	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	715737	30.093	216	136	8	25	229	7	218	1.72e-21	87.0	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	699243	31.28	211	131	8	30	229	9	216	3.53e-21	86.3	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	699243	31.28	211	131	8	30	229	9	216	4.800000000000001e-21	86.3	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	700391	31.313	198	122	6	43	229	24	218	1.69e-20	84.3	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	3106	30.808	198	123	7	43	229	24	218	2.81e-20	83.6	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	699243	30.882	204	129	7	30	224	9	209	3.33e-20	82.4	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	720132	28.731	268	148	12	45	297	69	308	4.72e-20	83.2	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	140708851	29.108	213	137	7	28	229	83	292	7.2e-20	83.2	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	723473	31.313	198	122	7	43	229	21	215	8.76e-20	82.4	unknown	class I
XP_035153428.2|zinc-alpha-2-glycoprotein_isoform_X3_[Callithrix_jacchus]	723473	31.313	198	122	7	43	229	21	215	8.76e-20	82.4	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	715737	29.304	273	168	11	25	286	7	265	1.39e-22	90.1	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	699243	30.224	268	163	11	30	286	9	263	5.37e-22	88.6	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	699243	30.224	268	163	11	30	286	9	263	8.960000000000001e-22	88.2	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	720132	29.183	257	150	11	45	286	69	308	1.1700000000000001e-21	87.8	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	700391	30.196	255	154	9	43	286	24	265	1.6300000000000001e-21	87.0	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	3106	29.804	255	155	10	43	286	24	265	2.4900000000000004e-21	86.7	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	723473	30.196	255	154	10	43	286	21	262	5.22e-21	85.5	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	723473	30.196	255	154	10	43	286	21	262	5.22e-21	85.5	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	723473	30.196	255	154	10	43	286	21	262	6.640000000000001e-21	85.5	unknown	class I
XP_035153429.2|zinc-alpha-2-glycoprotein_isoform_X4_[Callithrix_jacchus]	699243	29.137	278	170	12	22	286	2	265	7.12e-21	85.1	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	715737	30.288	208	130	8	69	265	15	218	9.53e-21	84.7	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	3106	30.0	200	126	7	77	265	22	218	3.18e-20	83.2	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	700391	30.5	200	125	6	77	265	22	218	4.8e-20	82.4	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	699243	30.653	199	124	8	78	265	21	216	7.53e-20	82.0	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	720132	29.851	201	119	8	80	265	68	261	7.87e-20	82.0	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	699243	30.653	199	124	8	78	265	21	216	8.22e-20	82.0	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	714964	32.843	204	115	8	77	265	19	215	1.35e-19	81.3	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.61e-19	81.3	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.67e-19	80.9	unknown	class I
XP_035153430.2|hereditary_hemochromatosis_protein_homolog_isoform_X5_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.67e-19	80.9	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	715737	30.288	208	130	8	69	265	15	218	1.24e-20	84.0	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	3106	30.0	200	126	7	77	265	22	218	4.11e-20	82.4	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	700391	31.0	200	124	6	77	265	22	218	4.53e-20	82.4	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	699243	30.5	200	125	8	77	265	20	216	9.94e-20	81.6	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	720132	30.348	201	118	8	80	265	68	261	1.14e-19	81.6	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	699243	30.653	199	124	8	78	265	21	216	1.25e-19	81.3	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	714964	32.843	204	115	8	77	265	19	215	1.48e-19	80.9	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.84e-19	80.9	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.84e-19	80.9	unknown	class I
XP_035153432.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	719702	33.0	200	120	8	77	265	22	218	2.16e-19	80.5	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	715737	30.288	208	130	8	69	265	15	218	1.24e-20	84.0	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	3106	30.0	200	126	7	77	265	22	218	4.11e-20	82.4	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	700391	31.0	200	124	6	77	265	22	218	4.53e-20	82.4	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	699243	30.5	200	125	8	77	265	20	216	9.94e-20	81.6	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	720132	30.348	201	118	8	80	265	68	261	1.14e-19	81.6	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	699243	30.653	199	124	8	78	265	21	216	1.25e-19	81.3	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	714964	32.843	204	115	8	77	265	19	215	1.48e-19	80.9	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.84e-19	80.9	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.84e-19	80.9	unknown	class I
XP_035153433.2|hereditary_hemochromatosis_protein_homolog_isoform_X6_[Callithrix_jacchus]	719702	33.0	200	120	8	77	265	22	218	2.16e-19	80.5	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	715737	30.288	208	130	8	69	265	15	218	9.24e-21	84.3	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	3106	30.0	200	126	7	77	265	22	218	3.25e-20	82.8	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	700391	31.0	200	124	6	77	265	22	218	4.09e-20	82.4	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	699243	30.5	200	125	8	77	265	20	216	8.41e-20	81.6	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	720132	30.348	201	118	8	80	265	68	261	9.2e-20	81.6	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	699243	30.653	199	124	8	78	265	21	216	9.49e-20	81.6	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	714964	32.843	204	115	8	77	265	19	215	1.28e-19	81.3	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.4e-19	80.9	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.4e-19	80.9	unknown	class I
XP_035153434.2|hereditary_hemochromatosis_protein_homolog_isoform_X7_[Callithrix_jacchus]	723473	30.5	200	125	7	77	265	19	215	1.78e-19	80.5	unknown	class I
XP_035153435.2|uncharacterized_protein_LOC100895482_isoform_X8_[Callithrix_jacchus]	106995452	35.052	97	61	1	77	171	19	115	4.39e-12	58.5	unknown	class I
XP_035153435.2|uncharacterized_protein_LOC100895482_isoform_X8_[Callithrix_jacchus]	699243	28.846	104	69	2	78	176	21	124	4.49e-12	58.2	unknown	class I
XP_035153435.2|uncharacterized_protein_LOC100895482_isoform_X8_[Callithrix_jacchus]	100187576	30.851	94	63	1	80	171	25	118	2.69e-11	56.2	unknown	class I
XP_035153435.2|uncharacterized_protein_LOC100895482_isoform_X8_[Callithrix_jacchus]	715737	30.476	105	70	2	69	171	15	118	3.33e-11	55.8	unknown	class I
XP_035153435.2|uncharacterized_protein_LOC100895482_isoform_X8_[Callithrix_jacchus]	719702	32.381	105	66	2	77	176	22	126	3.65e-11	55.1	unknown	class I
XP_035153435.2|uncharacterized_protein_LOC100895482_isoform_X8_[Callithrix_jacchus]	711832	32.292	96	63	1	78	171	23	118	3.85e-11	55.8	unknown	class I
XP_035153435.2|uncharacterized_protein_LOC100895482_isoform_X8_[Callithrix_jacchus]	699243	28.125	96	67	1	78	171	21	116	3.86e-11	55.8	unknown	class I
